"","fraction","units","seg_id","interpreted_qualifiers","site_id","quantitation_limit","data_provider","sample_id","date","value","validator_qualifiers","depth","info_type","parameter"
"165","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20171011",2017-10-11,179,"0",NA,NA,"alkalinity, total (as caco3)"
"166","total","mg/l","1306-0074","","13-MONH-0.4",2,"AE","13-MONH-0.4_20180906",2018-09-06,157,"A",NA,NA,"alkalinity, total (as caco3)"
"167","total","mg/l","1306-0027","","13-WALK-2.1",2,"AE","13-WALK-2.1_20180816",2018-08-16,80.8,"A",NA,NA,"alkalinity, total (as caco3)"
"168","total","mg/l","1306-0042","","13-WKLEI-0.6",2,"AE","13-WKLEI-0.6_20180905",2018-09-05,95.6,"A",NA,NA,"alkalinity, total (as caco3)"
"169","total","mg/l","1306-0078","","13-POCH-1.8",2,"AE","13-POCH-1.8_20180905",2018-09-05,161,"A",NA,NA,"alkalinity, total (as caco3)"
"170","total","mg/l","1306-0078","","13-POCH-1.8",2,"AE","13-POCH-1.8_20190815",2019-08-15,180,"A",NA,NA,"alkalinity, total (as caco3)"
"171","total","mg/l","1306-0061","","13-WCHEE-0.6",2,"AE","13-WCHEE-0.6_20171011",2017-10-11,100,"0",NA,NA,"alkalinity, total (as caco3)"
"172","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20181004",2018-10-04,75.2,"A",NA,NA,"alkalinity, total (as caco3)"
"173","total","mg/l","1306-0059","","13-LGUN-6.0",2,"AE","13-LGUN-6.0_20180725",2018-07-25,41.2,"A",NA,NA,"alkalinity, total (as caco3)"
"174","total","mg/l","1306-0059","","13-LGUN-6.0",2,"AE","13-LGUN-6.0_20180816",2018-08-16,53.6,"A",NA,NA,"alkalinity, total (as caco3)"
"175","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20180815",2018-08-15,82,"A",NA,NA,"alkalinity, total (as caco3)"
"176","total","mg/l","1306-0072","","13-MASO-0.2",2,"AE","13-MASO-0.2_20180815",2018-08-15,116,"A",NA,NA,"alkalinity, total (as caco3)"
"177","total","mg/l","1306-0042","","13-WKLEI-0.6",2,"AE","13-WKLEI-0.6_20171012",2017-10-12,80,"0",NA,NA,"alkalinity, total (as caco3)"
"178","total","mg/l","1306-0027","","13-WALK-2.1",2,"AE","13-WALK-2.1_20170920",2017-09-20,116,"0",NA,NA,"alkalinity, total (as caco3)"
"179","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20180711",2018-07-11,161,"A",NA,NA,"alkalinity, total (as caco3)"
"180","total","mg/l","1306-0038","","13-WALK-26.9",2,"AE","13-WALK-26.9_20181002",2018-10-02,78,"A",NA,NA,"alkalinity, total (as caco3)"
"181","total","mg/l","1306-0038","","13-WALK-26.9",2,"AE","13-WALK-26.9_20170907",2017-09-07,120,"0",NA,NA,"alkalinity, total (as caco3)"
"182","total","mg/l","1306-0042","","13-WKLEI-0.6",2,"AE","13-WKLEI-0.6_20180814",2018-08-14,70,"A",NA,NA,"alkalinity, total (as caco3)"
"183","total","mg/l","1306-0038","","13-WALK-26.9",2,"AE","13-WALK-26.9_20170802",2017-08-02,134,"0",NA,NA,"alkalinity, total (as caco3)"
"184","total","mg/l","1306-0078","","13-POCH-1.8",2,"AE","13-POCH-1.8_20180724",2018-07-24,115,"A",NA,NA,"alkalinity, total (as caco3)"
"185","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20181004",2018-10-04,74.8,"A",NA,NA,"alkalinity, total (as caco3)"
"186","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20170906",2017-09-06,163,"0",NA,NA,"alkalinity, total (as caco3)"
"187","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20170719",2017-07-19,122,"0",NA,NA,"alkalinity, total (as caco3)"
"188","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20180816",2018-08-16,78.4,"A",NA,NA,"alkalinity, total (as caco3)"
"189","total","mg/l","1306-0017","","13-WALK-60.1",2,"AE","13-WALK-60.1_20170919",2017-09-19,161,"0",NA,NA,"alkalinity, total (as caco3)"
"190","total","mg/l","1306-0017","","13-WALK-60.1",2,"AE","13-WALK-60.1_20171011",2017-10-11,148,"0",NA,NA,"alkalinity, total (as caco3)"
"191","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20191015",2019-10-15,67.6,"A",NA,NA,"alkalinity, total (as caco3)"
"192","total","mg/l","1306-0038","","13-WALK-26.9",2,"AE","13-WALK-26.9_20180906",2018-09-06,131,"A",NA,NA,"alkalinity, total (as caco3)"
"193","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20170919",2017-09-19,168,"0",NA,NA,"alkalinity, total (as caco3)"
"194","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20171011",2017-10-11,164,"0",NA,NA,"alkalinity, total (as caco3)"
"195","total","mg/l","1306-0038","","13-WALK-26.9",2,"AE","13-WALK-26.9_20170720",2017-07-20,118,"0",NA,NA,"alkalinity, total (as caco3)"
"196","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20180725",2018-07-25,79.2,"A",NA,NA,"alkalinity, total (as caco3)"
"197","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20180815",2018-08-15,82,"A",NA,NA,"alkalinity, total (as caco3)"
"198","total","mg/l","1306-0017","","13-WALK-46.6",2,"AE","13-WALK-46.6_20180906",2018-09-06,138,"A",NA,NA,"alkalinity, total (as caco3)"
"199","total","mg/l","1306-0045","","13-WALK-19.0",2,"AE","13-WALK-19.0_20170920",2017-09-20,127,"0",NA,NA,"alkalinity, total (as caco3)"
"200","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20180815",2018-08-15,88.8,"A",NA,NA,"alkalinity, total (as caco3)"
"201","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20190814",2019-08-14,104,"A",NA,NA,"alkalinity, total (as caco3)"
"202","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20190917",2019-09-17,138,"A",NA,NA,"alkalinity, total (as caco3)"
"203","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20181003",2018-10-03,84.8,"A",NA,NA,"alkalinity, total (as caco3)"
"204","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20170801",2017-08-01,139,"0",NA,NA,"alkalinity, total (as caco3)"
"205","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20181003",2018-10-03,45.2,"A",NA,NA,"alkalinity, total (as caco3)"
"206","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20190815",2019-08-15,144,"A",NA,NA,"alkalinity, total (as caco3)"
"207","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20190626",2019-06-26,75.6,"A",NA,NA,"alkalinity, total (as caco3)"
"208","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20180710",2018-07-10,126,"A",NA,NA,"alkalinity, total (as caco3)"
"209","total","mg/l","1306-0037","","13-WALK-0.8",2,"AE","13-WALK-0.8_20180724",2018-07-24,120,"A",NA,NA,"alkalinity, total (as caco3)"
"210","total","mg/l","1306-0037","","13-WALK-0.8",2,"AE","13-WALK-0.8_20180905",2018-09-05,111,"A",NA,NA,"alkalinity, total (as caco3)"
"211","total","mg/l","1306-0037","","13-WALK-0.8",2,"AE","13-WALK-0.8_20181003",2018-10-03,68.4,"A",NA,NA,"alkalinity, total (as caco3)"
"212","total","mg/l","1306-0061","","13-RIOG-0.7",2,"AE","13-RIOG-0.7_20181004",2018-10-04,99.2,"A",NA,NA,"alkalinity, total (as caco3)"
"213","total","mg/l","1306-0061","","13-WCHEE-0.6",2,"AE","13-WCHEE-0.6_20170919",2017-09-19,175,"0",NA,NA,"alkalinity, total (as caco3)"
"214","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20190723",2019-07-23,89.6,"A",NA,NA,"alkalinity, total (as caco3)"
"215","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20180711",2018-07-11,143,"A",NA,NA,"alkalinity, total (as caco3)"
"216","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20180724",2018-07-24,106,"A",NA,NA,"alkalinity, total (as caco3)"
"217","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20190724",2019-07-24,65.2,"A",NA,NA,"alkalinity, total (as caco3)"
"218","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20181002",2018-10-02,97.6,"A",NA,NA,"alkalinity, total (as caco3)"
"219","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20171011",2017-10-11,116,"0",NA,NA,"alkalinity, total (as caco3)"
"220","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20170720",2017-07-20,122,"0",NA,NA,"alkalinity, total (as caco3)"
"221","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20180814",2018-08-14,78.8,"A",NA,NA,"alkalinity, total (as caco3)"
"222","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20180905",2018-09-05,81.2,"A",NA,NA,"alkalinity, total (as caco3)"
"223","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20180725",2018-07-25,79.2,"A",NA,NA,"alkalinity, total (as caco3)"
"224","total","mg/l","1306-0061","","13-RIOG-0.7",2,"AE","13-RIOG-0.7_20180814",2018-08-14,120,"A",NA,NA,"alkalinity, total (as caco3)"
"225","total","mg/l","1306-0027","","13-WALK-9.8",2,"AE","13-WALK-9.8_20190723",2019-07-23,126,"A",NA,NA,"alkalinity, total (as caco3)"
"226","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20170801",2017-08-01,182,"0",NA,NA,"alkalinity, total (as caco3)"
"227","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20170906",2017-09-06,146,"0",NA,NA,"alkalinity, total (as caco3)"
"228","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20170719",2017-07-19,134,"0",NA,NA,"alkalinity, total (as caco3)"
"229","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20190626",2019-06-26,120,"A",NA,NA,"alkalinity, total (as caco3)"
"230","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20180725",2018-07-25,78.8,"A",NA,NA,"alkalinity, total (as caco3)"
"231","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20170906",2017-09-06,149,"0",NA,NA,"alkalinity, total (as caco3)"
"232","total","mg/l","1306-0038","","13-WALK-29.9",2,"AE","13-WALK-29.9_20170920",2017-09-20,156,"0",NA,NA,"alkalinity, total (as caco3)"
"233","total","mg/l","1306-0038","","13-WALK-44.4",2,"AE","13-WALK-44.4_20180711",2018-07-11,153,"A",NA,NA,"alkalinity, total (as caco3)"
"234","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20190917",2019-09-17,77.6,"A",NA,NA,"alkalinity, total (as caco3)"
"235","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20180905",2018-09-05,145,"A",NA,NA,"alkalinity, total (as caco3)"
"236","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20181003",2018-10-03,86,"A",NA,NA,"alkalinity, total (as caco3)"
"237","total","mg/l","1306-0061","","13-RIOG-0.7",2,"AE","13-RIOG-0.7_20180725",2018-07-25,76,"A",NA,NA,"alkalinity, total (as caco3)"
"238","total","mg/l","1306-0025","","13-QKER-0.9",2,"AE","13-QKER-0.9_20180905",2018-09-05,139,"A",NA,NA,"alkalinity, total (as caco3)"
"239","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20180710",2018-07-10,83.2,"A",NA,NA,"alkalinity, total (as caco3)"
"240","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20180724",2018-07-24,77.2,"A",NA,NA,"alkalinity, total (as caco3)"
"241","total","mg/l","1306-0039","","13-SWAK-1.7",2,"AE","13-SWAK-1.7_20190814",2019-08-14,75.2,"A",NA,NA,"alkalinity, total (as caco3)"
"242","total","mg/l","1306-0038","","13-WALK-35.6",2,"AE","13-WALK-35.6_20180816",2018-08-16,86,"A",NA,NA,"alkalinity, total (as caco3)"
"243","total","mg/l","1306-0061","","13-RIOG-0.7",2,"AE","13-RIOG-0.7_20180906",2018-09-06,112,"A",NA,NA,"alkalinity, total (as caco3)"
"244","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20171011",2017-10-11,312,"0",NA,NA,"aluminum"
"245","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20180905",2018-09-05,244,"A",NA,NA,"aluminum"
"246","total","ug/l","1306-0072","","13-MASO-0.2",50,"AE","13-MASO-0.2_20181004",2018-10-04,163,"A",NA,NA,"aluminum"
"247","total","ug/l","1306-0027","","13-WALK-2.1",10,"AE","13-WALK-2.1_20170802",2017-08-02,121,"0",NA,NA,"aluminum"
"248","total","ug/l","1306-0044","","13-PKIL-0.4",10,"AE","13-PKIL-0.4_20180815",2018-08-15,149,"A",NA,NA,"aluminum"
"249","total","ug/l","1306-0017","","13-WALK-60.1",50,"AE","13-WALK-60.1_20180816",2018-08-16,289,"A",NA,NA,"aluminum"
"250","total","ug/l","1306-0017","","13-WALK-60.1",50,"AE","13-WALK-60.1_20180711",2018-07-11,397,"A",NA,NA,"aluminum"
"251","total","ug/l","1306-0044","","13-PKIL-0.4",10,"AE","13-PKIL-0.4_20180906",2018-09-06,76.2,"A",NA,NA,"aluminum"
"252","total","ug/l","1306-0047","","13-GUNK_T35-0.2",50,"AE","13-GUNK_T35-0.2_20181003",2018-10-03,263,"A",NA,NA,"aluminum"
"253","total","ug/l","1306-0047","","13-GUNK_T35-0.2",10,"AE","13-GUNK_T35-0.2_20180905",2018-09-05,99.3,"A",NA,NA,"aluminum"
"254","total","ug/l","1306-0038","","13-WALK-44.4",200,"AE","13-WALK-44.4_20180815",2018-08-15,844,"A",NA,NA,"aluminum"
"255","total","ug/l","1306-0045","","13-WALK-19.0",10,"AE","13-WALK-19.0_20171012",2017-10-12,38.8,"0",NA,NA,"aluminum"
"256","total","ug/l","1306-0006","","13-RUTG-1.5",100,"AE","13-RUTG-1.5_20181003",2018-10-03,694,"A",NA,NA,"aluminum"
"257","total","ug/l","1306-0045","","13-WALK-19.0",10,"AE","13-WALK-19.0_20180724",2018-07-24,174,"A",NA,NA,"aluminum"
"258","total","ug/l","1306-0045","","13-WALK-19.0",10,"AE","13-WALK-19.0_20191015",2019-10-15,52.8,"A",NA,NA,"aluminum"
"259","total","ug/l","1306-0027","","13-WALK-2.1",10,"AE","13-WALK-2.1_20180905",2018-09-05,105,"A",NA,NA,"aluminum"
"260","total","ug/l","1306-0038","","13-WALK-44.4",10,"AE","13-WALK-44.4_20190626",2019-06-26,482,"A",NA,NA,"aluminum"
"261","total","ug/l","1306-0038","","13-WALK-44.4",20,"AE","13-WALK-44.4_20180711",2018-07-11,104,"A",NA,NA,"aluminum"
"262","total","ug/l","1306-0044","","13-PKIL-0.4",10,"AE","13-PKIL-0.4_20181002",2018-10-02,192,"A",NA,NA,"aluminum"
"263","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20180724",2018-07-24,464,"A",NA,NA,"aluminum"
"264","total","ug/l","1306-0038","","13-WALK-44.4",100,"AE","13-WALK-44.4_20180725",2018-07-25,1410,"A",NA,NA,"aluminum"
"265","total","ug/l","1306-0027","","13-WALK-2.1",10,"AE","13-WALK-2.1_20171012",2017-10-12,111,"0",NA,NA,"aluminum"
"266","total","ug/l","1306-0038","","13-WALK-35.6",50,"AE","13-WALK-35.6_20171011",2017-10-11,217,"0",NA,NA,"aluminum"
"267","total","ug/l","1306-0044","","13-PKIL-0.4",10,"AE","13-PKIL-0.4_20180710",2018-07-10,38.7,"A",NA,NA,"aluminum"
"268","total","ug/l","1306-0006","","13-RUTG-1.5",100,"AE","13-RUTG-1.5_20180814",2018-08-14,1130,"A",NA,NA,"aluminum"
"269","total","ug/l","1306-0047","","13-GUNK_T35-0.2",100,"AE","13-GUNK_T35-0.2_20180725",2018-07-25,366,"A",NA,NA,"aluminum"
"270","total","ug/l","1306-0038","","13-WALK-44.4",10,"AE","13-WALK-44.4_20191015",2019-10-15,147,"A",NA,NA,"aluminum"
"271","total","ug/l","1306-0045","","13-WALK-19.0",10,"AE","13-WALK-19.0_20180710",2018-07-10,123,"A",NA,NA,"aluminum"
"272","total","ug/l","1306-0027","","13-WALK-2.1",50,"AE","13-WALK-2.1_20180710",2018-07-10,214,"A",NA,NA,"aluminum"
"273","total","ug/l","1306-0006","","13-RUTG-1.5",10,"AE","13-RUTG-1.5_20180711",2018-07-11,109,"A",NA,NA,"aluminum"
"274","total","ug/l","1306-0038","","13-WALK-44.4",100,"AE","13-WALK-44.4_20190724",2019-07-24,1660,"A",NA,NA,"aluminum"
"275","total","ug/l","1306-0044","","13-PKIL-0.4",10,"AE","13-PKIL-0.4_20190723",2019-07-23,204,"A",NA,NA,"aluminum"
"276","total","ug/l","1306-0038","","13-WALK-44.4",20,"AE","13-WALK-44.4_20180906",2018-09-06,216,"A",NA,NA,"aluminum"
"277","total","ug/l","1306-0074","","13-MONH-0.4",50,"AE","13-MONH-0.4_20170906",2017-09-06,186,"0",NA,NA,"aluminum"
"278","total","ug/l","1306-0042","","13-WKLEI-0.6",1000,"AE","13-WKLEI-0.6_20180710",2018-07-10,6090,"A",NA,NA,"aluminum"
"279","total","ug/l","1306-0037","","13-WALK-0.8",50,"AE","13-WALK-0.8_20181003",2018-10-03,228,"A",NA,NA,"aluminum"
"280","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20170801",2017-08-01,512,"0",NA,NA,"aluminum"
"281","total","ug/l","1306-0074","","13-MONH-0.4",10,"AE","13-MONH-0.4_20180906",2018-09-06,60.3,"A",NA,NA,"aluminum"
"282","total","ug/l","1306-0045","","13-WALK-19.0",10,"AE","13-WALK-19.0_20180906",2018-09-06,65.3,"A",NA,NA,"aluminum"
"283","total","ug/l","1306-0047","","13-GUNK_T35-0.2",200,"AE","13-GUNK_T35-0.2_20180711",2018-07-11,1640,"A",NA,NA,"aluminum"
"284","total","ug/l","1306-0038","","13-WALK-22.8",100,"AE","13-WALK-22.8_20180724",2018-07-24,281,"A",NA,NA,"aluminum"
"285","total","ug/l","1306-0074","","13-MONH-0.4",100,"AE","13-MONH-0.4_20170719",2017-07-19,NA,"0",NA,NA,"aluminum"
"286","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20170906",2017-09-06,363,"0",NA,NA,"aluminum"
"287","total","ug/l","1306-0027","","13-WALK-9.8",100,"AE","13-WALK-9.8_20181003",2018-10-03,697,"A",NA,NA,"aluminum"
"288","total","ug/l","1306-0038","","13-WALK-44.4",100,"AE","13-WALK-44.4_20181004",2018-10-04,686,"A",NA,NA,"aluminum"
"289","total","ug/l","1306-0047","","13-GUNK_T35-0.2",10,"AE","13-GUNK_T35-0.2_20180816",2018-08-16,85.7,"A",NA,NA,"aluminum"
"290","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20170719",2017-07-19,796,"0",NA,NA,"aluminum"
"291","total","ug/l","1306-0027","","13-WALK-2.1",10,"AE","13-WALK-2.1_20170920",2017-09-20,102,"0",NA,NA,"aluminum"
"292","total","ug/l","1306-0006","","13-RUTG-1.5",10,"AE","13-RUTG-1.5_20191016",2019-10-16,26,"A",NA,NA,"aluminum"
"293","total","ug/l","1306-0048","","13-GUNK-40.3",50,"AE","13-GUNK-40.3_20181003",2018-10-03,317,"A",NA,NA,"aluminum"
"294","total","ug/l","1306-0062","","13-DWAR-2.0",100,"AE","13-DWAR-2.0_20180906",2018-09-06,396,"A",NA,NA,"aluminum"
"295","total","ug/l","1306-0068","","13-TINW-0.5",50,"AE","13-TINW-0.5_20180815",2018-08-15,296,"A",NA,NA,"aluminum"
"296","total","ug/l","1306-0027","","13-WALK-2.1",50,"AE","13-WALK-2.1_20170907",2017-09-07,203,"0",NA,NA,"aluminum"
"297","total","ug/l","1306-0044","","13-PKIL-0.4",100,"AE","13-PKIL-0.4_20180724",2018-07-24,280,"A",NA,NA,"aluminum"
"298","total","ug/l","1306-0027","","13-WALK-2.1",100,"AE","13-WALK-2.1_20180816",2018-08-16,608,"A",NA,NA,"aluminum"
"299","total","ug/l","1306-0017","","13-WALK-60.1",100,"AE","13-WALK-60.1_20181003",2018-10-03,753,"A",NA,NA,"aluminum"
"300","total","ug/l","1306-0006","","13-RUTG-1.5",10,"AE","13-RUTG-1.5_20190625",2019-06-25,184,"A",NA,NA,"aluminum"
"301","total","ug/l","1306-0006","","13-RUTG-1.5",10,"AE","13-RUTG-1.5_20180905",2018-09-05,55.7,"A",NA,NA,"aluminum"
"302","total","ug/l","1306-0042","","13-WKLEI-0.6",500,"AE","13-WKLEI-0.6_20170920",2017-09-20,2400,"0",NA,NA,"aluminum"
"303","total","ug/l","1306-0074","","13-MONH-0.4",50,"AE","13-MONH-0.4_20181004",2018-10-04,172,"A",NA,NA,"aluminum"
"304","total","ug/l","1306-0078","","13-POCH-1.8",10,"AE","13-POCH-1.8_20191016",2019-10-16,205,"A",NA,NA,"aluminum"
"305","total","ug/l","1306-0074","","13-MONH-0.4",10,"AE","13-MONH-0.4_20180711",2018-07-11,47.9,"A",NA,NA,"aluminum"
"306","total","ug/l","1306-0061","","13-WCHEE-0.6",100,"AE","13-WCHEE-0.6_20170906",2017-09-06,904,"0",NA,NA,"aluminum"
"307","total","ug/l","1306-0048","","13-GUNK-40.3",50,"AE","13-GUNK-40.3_20180711",2018-07-11,508,"A",NA,NA,"aluminum"
"308","total","ug/l","1306-0048","","13-GUNK-40.3",10,"AE","13-GUNK-40.3_20180905",2018-09-05,89.9,"A",NA,NA,"aluminum"
"309","total","ug/l","1306-0042","","13-WKLEI-0.6",50,"AE","13-WKLEI-0.6_20181003",2018-10-03,476,"A",NA,NA,"aluminum"
"310","total","ug/l","1306-0027","","13-WALK-2.1",100,"AE","13-WALK-2.1_20181003",2018-10-03,844,"A",NA,NA,"aluminum"
"311","total","ug/l","1306-0042","","13-WKLEI-0.6",100,"AE","13-WKLEI-0.6_20170907",2017-09-07,974,"0",NA,NA,"aluminum"
"312","total","ug/l","1306-0045","","13-WALK-19.0",100,"AE","13-WALK-19.0_20180815",2018-08-15,975,"A",NA,NA,"aluminum"
"313","total","ug/l","1306-0042","","13-WKLEI-0.6",200,"AE","13-WKLEI-0.6_20180724",2018-07-24,1910,"A",NA,NA,"aluminum"
"314","total","ug/l","1306-0042","","13-WKLEI-0.6",200,"AE","13-WKLEI-0.6_20170802",2017-08-02,1090,"0",NA,NA,"aluminum"
"315","total","ug/l","1306-0017","","13-WALK-60.1",50,"AE","13-WALK-60.1_20170919",2017-09-19,335,"0",NA,NA,"aluminum"
"316","total","ug/l","1306-0047","","13-GUNK-37.7",50,"AE","13-GUNK-37.7_20180711",2018-07-11,419,"A",NA,NA,"aluminum"
"317","total","ug/l","1306-0074","","13-MONH-0.4",20,"AE","13-MONH-0.4_20180815",2018-08-15,212,"A",NA,NA,"aluminum"
"318","total","ug/l","1306-0078","","13-POCH-1.8",50,"AE","13-POCH-1.8_20180814",2018-08-14,533,"A",NA,NA,"aluminum"
"319","total","ug/l","1306-0038","","13-WALK-22.8",100,"AE","13-WALK-22.8_20180815",2018-08-15,878,"A",NA,NA,"aluminum"
"320","total","ug/l","1306-0038","","13-WALK-26.9",100,"AE","13-WALK-26.9_20170907",2017-09-07,432,"0",NA,NA,"aluminum"
"321","total","ug/l","1306-0039","","13-SWAK-1.7",10,"AE","13-SWAK-1.7_20190723",2019-07-23,40.8,"A",NA,NA,"aluminum"
"322","total","ug/l","1306-0038","","13-WALK-22.8",10,"AE","13-WALK-22.8_20170802",2017-08-02,103,"0",NA,NA,"aluminum"
"323","total","ug/l","1306-0072","","13-MASO-0.2",100,"AE","13-MASO-0.2_20180725",2018-07-25,983,"A",NA,NA,"aluminum"
"324","total","ug/l","1306-0037","","13-WALK-0.7",50,"AE","13-WALK-0.7_20180816",2018-08-16,317,"A",NA,NA,"aluminum"
"325","total","ug/l","1306-0045","","13-WALK-19.0",50,"AE","13-WALK-19.0_20170907",2017-09-07,212,"0",NA,NA,"aluminum"
"326","total","ug/l","1306-0074","","13-MONH-0.4",100,"AE","13-MONH-0.4_20180725",2018-07-25,1100,"A",NA,NA,"aluminum"
"327","total","ug/l","1306-0045","","13-WALK-19.0",100,"AE","13-WALK-19.0_20181002",2018-10-02,621,"A",NA,NA,"aluminum"
"328","total","ug/l","1306-0045","","13-GUNK-0.4",10,"AE","13-GUNK-0.4_20170802",2017-08-02,128,"0",NA,NA,"aluminum"
"329","total","ug/l","1306-0072","","13-MASO-0.2",50,"AE","13-MASO-0.2_20180711",2018-07-11,350,"A",NA,NA,"aluminum"
"330","total","ug/l","1306-0045","","13-GUNK-0.4",10,"AE","13-GUNK-0.4_20171012",2017-10-12,102,"0",NA,NA,"aluminum"
"331","total","ug/l","1306-0072","","13-MASO-0.2",10,"AE","13-MASO-0.2_20180906",2018-09-06,116,"A",NA,NA,"aluminum"
"332","total","ug/l","1306-0045","","13-WALK-19.0",100,"AE","13-WALK-19.0_20170720",2017-07-20,122,"0",NA,NA,"aluminum"
"333","total","ug/l","1306-0072","","13-MASO-0.2",10,"AE","13-MASO-0.2_20180815",2018-08-15,140,"A",NA,NA,"aluminum"
"334","total","ug/l","1306-0006","","13-RUTG-1.5",100,"AE","13-RUTG-1.5_20180724",2018-07-24,1270,"A",NA,NA,"aluminum"
"335","total","ug/l","1306-0045","","13-GUNK-0.4",100,"AE","13-GUNK-0.4_20180724",2018-07-24,1100,"A",NA,NA,"aluminum"
"336","total","ug/l","1306-0042","","13-WKLEI-0.6",100,"AE","13-WKLEI-0.6_20180905",2018-09-05,516,"A",NA,NA,"aluminum"
"337","total","ug/l","1306-0042","","13-WKLEI-0.6",100,"AE","13-WKLEI-0.6_20171012",2017-10-12,410,"0",NA,NA,"aluminum"
"338","total","ug/l","1306-0061","","13-WCHEE-0.6",50,"AE","13-WCHEE-0.6_20170919",2017-09-19,219,"0",NA,NA,"aluminum"
"339","total","ug/l","1306-0061","","13-WCHEE-0.6",50,"AE","13-WCHEE-0.6_20180815",2018-08-15,340,"A",NA,NA,"aluminum"
"340","total","ug/l","1306-0078","","13-POCH-1.8",10,"AE","13-POCH-1.8_20190724",2019-07-24,383,"A",NA,NA,"aluminum"
